@relation customer_shopping_data_pre

@attribute gender=Male numeric
@attribute age numeric
@attribute price numeric
@attribute category {Clothing,Shoes,Books,Cosmetics,'Food & Beverage',Toys,Technology,Souvenir}

@data
1,42,20.92,'Food & Beverage'
1,67,162.64,Cosmetics
0,20,2400.68,Shoes
1,35,162.64,Cosmetics
0,67,162.64,Cosmetics
0,62,1500.4,Clothing
0,19,1200.32,Clothing
0,32,600.16,Clothing
1,66,3150,Technology
1,55,11.73,Souvenir
0,36,300.08,Clothing
1,32,600.16,Clothing
0,49,162.64,Cosmetics
1,33,1200.32,Clothing
0,25,45.45,Books
1,43,1500.4,Clothing
1,58,121.98,Cosmetics
0,48,10.46,'Food & Beverage'
0,63,600.16,Clothing
0,69,179.2,Toys
0,35,900.24,Clothing
1,46,600.16,Clothing
1,54,26.15,'Food & Beverage'
1,43,1050,Technology
0,60,5.23,'Food & Beverage'
1,50,1500.4,Clothing
1,37,15.15,Books
0,56,20.92,'Food & Beverage'
1,51,15.15,Books
0,48,35.19,Souvenir
1,42,900.24,Clothing
1,23,300.08,Clothing
1,42,1500.4,Clothing
0,51,10.46,'Food & Beverage'
0,56,1200.32,Clothing
0,52,143.36,Toys
0,65,143.36,Toys
0,39,58.65,Souvenir
0,51,35.84,Toys
0,47,15.69,'Food & Beverage'
0,55,1200.32,Clothing
0,68,40.66,Cosmetics
0,24,179.2,Toys
0,38,1200.32,Clothing
0,67,900.24,Clothing
0,43,203.3,Cosmetics
0,39,4200,Technology
0,69,600.16,Clothing
1,58,1500.4,Clothing
1,23,23.46,Souvenir
1,46,20.92,'Food & Beverage'
0,68,40.66,Cosmetics
0,18,2400.68,Shoes
1,34,15.69,'Food & Beverage'
0,28,15.69,'Food & Beverage'
0,62,11.73,Souvenir
0,30,1800.51,Shoes
0,35,60.6,Books
1,20,1500.4,Clothing
0,48,179.2,Toys
0,22,600.16,Clothing
1,53,1500.4,Clothing
0,62,5250,Technology
1,36,121.98,Cosmetics
1,25,1050,Technology
0,59,2400.68,Shoes
1,43,107.52,Toys
0,68,10.46,'Food & Beverage'
0,66,1500.4,Clothing
1,29,15.15,Books
0,69,40.66,Cosmetics
1,68,1500.4,Clothing
0,66,46.92,Souvenir
1,45,2400.68,Shoes
0,44,600.16,Clothing
0,46,300.08,Clothing
1,38,5.23,'Food & Beverage'
1,49,3150,Technology
0,48,203.3,Cosmetics
1,49,1200.34,Shoes
1,23,35.84,Toys
0,34,75.75,Books
0,66,300.08,Clothing
1,27,600.17,Shoes
0,48,15.69,'Food & Beverage'
0,28,71.68,Toys
0,54,3150,Technology
0,55,121.98,Cosmetics
1,56,1500.4,Clothing
0,29,20.92,'Food & Beverage'
1,22,1500.4,Clothing
1,25,162.64,Cosmetics
0,30,600.16,Clothing
0,30,143.36,Toys
1,36,2400.68,Shoes
0,20,1200.32,Clothing
1,48,2100,Technology
0,32,600.17,Shoes
1,46,300.08,Clothing
0,29,5.23,'Food & Beverage'
0,34,600.16,Clothing
0,57,600.16,Clothing
0,58,20.92,'Food & Beverage'
1,33,600.16,Clothing
0,59,46.92,Souvenir
0,60,1500.4,Clothing
0,49,2400.68,Shoes
0,40,600.16,Clothing
0,54,107.52,Toys
0,25,300.08,Clothing
1,63,2100,Technology
0,69,1500.4,Clothing
0,49,1200.34,Shoes
1,43,179.2,Toys
0,39,900.24,Clothing
0,57,600.17,Shoes
0,66,4200,Technology
1,67,600.16,Clothing
0,52,58.65,Souvenir
0,33,15.69,'Food & Beverage'
0,62,46.92,Souvenir
0,27,1050,Technology
1,57,75.75,Books
0,41,1500.4,Clothing
1,24,40.66,Cosmetics
1,47,3150,Technology
0,51,5250,Technology
1,41,58.65,Souvenir
0,48,4200,Technology
1,62,300.08,Clothing
0,29,107.52,Toys
0,66,600.16,Clothing
1,21,179.2,Toys
0,26,45.45,Books
0,25,900.24,Clothing
0,62,1500.4,Clothing
1,20,600.16,Clothing
1,39,1500.4,Clothing
0,21,300.08,Clothing
1,68,1500.4,Clothing
1,42,5.23,'Food & Beverage'
1,58,203.3,Cosmetics
1,28,1200.32,Clothing
0,42,600.17,Shoes
0,63,26.15,'Food & Beverage'
1,25,5.23,'Food & Beverage'
0,24,30.3,Books
0,19,600.16,Clothing
0,54,203.3,Cosmetics
0,51,1200.32,Clothing
0,29,5.23,'Food & Beverage'
1,26,1500.4,Clothing
1,42,121.98,Cosmetics
1,45,20.92,'Food & Beverage'
1,52,40.66,Cosmetics
0,34,600.16,Clothing
0,56,26.15,'Food & Beverage'
0,46,600.16,Clothing
1,37,203.3,Cosmetics
0,46,143.36,Toys
0,59,30.3,Books
0,63,1500.4,Clothing
0,39,1200.34,Shoes
0,65,121.98,Cosmetics
0,26,203.3,Cosmetics
1,42,1500.4,Clothing
1,21,1500.4,Clothing
0,19,1200.34,Shoes
0,50,26.15,'Food & Beverage'
0,28,2400.68,Shoes
1,26,900.24,Clothing
1,56,600.16,Clothing
1,37,2100,Technology
0,24,26.15,'Food & Beverage'
0,23,15.15,Books
1,44,11.73,Souvenir
0,38,20.92,'Food & Beverage'
0,64,300.08,Clothing
1,53,2400.68,Shoes
1,68,300.08,Clothing
0,56,30.3,Books
0,27,300.08,Clothing
0,31,900.24,Clothing
0,39,1500.4,Clothing
0,25,71.68,Toys
1,29,15.69,'Food & Beverage'
0,68,1200.32,Clothing
0,20,600.17,Shoes
0,58,26.15,'Food & Beverage'
0,19,40.66,Cosmetics
1,53,203.3,Cosmetics
1,57,107.52,Toys
1,62,1500.4,Clothing
0,66,300.08,Clothing
0,36,26.15,'Food & Beverage'
1,39,900.24,Clothing
0,56,75.75,Books
0,40,5.23,'Food & Beverage'
1,32,30.3,Books
1,33,600.16,Clothing
1,55,10.46,'Food & Beverage'
0,34,1200.32,Clothing
0,63,1200.32,Clothing
0,49,162.64,Cosmetics
1,64,162.64,Cosmetics
1,52,600.16,Clothing
0,32,1200.32,Clothing
1,37,1200.32,Clothing
1,51,600.16,Clothing
0,29,5.23,'Food & Beverage'
0,49,45.45,Books
0,36,81.32,Cosmetics
0,43,600.16,Clothing
0,53,20.92,'Food & Beverage'
1,65,600.16,Clothing
0,44,143.36,Toys
0,57,143.36,Toys
0,52,45.45,Books
0,33,900.24,Clothing
0,66,1200.32,Clothing
0,18,5.23,'Food & Beverage'
0,58,121.98,Cosmetics
0,24,300.08,Clothing
0,54,300.08,Clothing
0,33,1200.32,Clothing
1,46,4200,Technology
0,43,1500.4,Clothing
1,25,1200.32,Clothing
0,25,203.3,Cosmetics
1,46,2100,Technology
0,29,1200.34,Shoes
0,25,900.24,Clothing
0,19,300.08,Clothing
0,53,600.16,Clothing
0,23,143.36,Toys
0,46,23.46,Souvenir
1,41,40.66,Cosmetics
0,44,900.24,Clothing
0,57,5.23,'Food & Beverage'
0,23,35.19,Souvenir
1,43,600.16,Clothing
1,47,2400.68,Shoes
0,57,300.08,Clothing
0,33,15.69,'Food & Beverage'
0,47,600.16,Clothing
0,54,900.24,Clothing
0,47,23.46,Souvenir
1,33,1500.4,Clothing
0,30,1200.32,Clothing
1,67,46.92,Souvenir
0,25,162.64,Cosmetics
1,38,900.24,Clothing
0,69,15.15,Books
0,36,300.08,Clothing
1,31,20.92,'Food & Beverage'
0,33,15.69,'Food & Beverage'
1,29,600.16,Clothing
0,19,900.24,Clothing
0,69,143.36,Toys
1,34,203.3,Cosmetics
0,30,2100,Technology
0,61,1200.32,Clothing
1,40,300.08,Clothing
0,60,600.16,Clothing
1,69,300.08,Clothing
0,52,71.68,Toys
1,64,1200.32,Clothing
1,18,300.08,Clothing
0,26,107.52,Toys
1,65,107.52,Toys
0,54,20.92,'Food & Beverage'
1,40,5250,Technology
0,28,1200.32,Clothing
1,51,15.69,'Food & Beverage'
1,56,600.16,Clothing
0,31,20.92,'Food & Beverage'
1,66,5.23,'Food & Beverage'
0,26,71.68,Toys
1,52,2100,Technology
0,59,1800.51,Shoes
0,62,2100,Technology
1,47,1500.4,Clothing
0,44,600.16,Clothing
0,50,600.17,Shoes
0,45,300.08,Clothing
0,27,15.69,'Food & Beverage'
0,44,81.32,Cosmetics
0,57,179.2,Toys
0,30,71.68,Toys
0,19,1800.51,Shoes
0,39,15.69,'Food & Beverage'
1,60,179.2,Toys
1,58,15.69,'Food & Beverage'
1,33,20.92,'Food & Beverage'
0,60,23.46,Souvenir
1,43,162.64,Cosmetics
0,68,600.16,Clothing
0,35,900.24,Clothing
0,35,300.08,Clothing
1,62,900.24,Clothing
0,61,1200.32,Clothing
0,69,26.15,'Food & Beverage'
0,64,900.24,Clothing
1,46,162.64,Cosmetics
0,57,11.73,Souvenir
1,39,1200.32,Clothing
0,49,900.24,Clothing
0,69,10.46,'Food & Beverage'
0,29,1200.32,Clothing
0,31,35.84,Toys
0,39,75.75,Books
0,55,81.32,Cosmetics
0,52,300.08,Clothing
1,40,203.3,Cosmetics
0,59,1200.32,Clothing
0,21,107.52,Toys
0,61,1200.34,Shoes
1,64,81.32,Cosmetics
0,66,26.15,'Food & Beverage'
0,42,121.98,Cosmetics
0,34,1800.51,Shoes
0,44,35.84,Toys
0,30,20.92,'Food & Beverage'
0,25,35.84,Toys
0,46,300.08,Clothing
1,36,1500.4,Clothing
0,57,1200.34,Shoes
0,49,26.15,'Food & Beverage'
1,56,3000.85,Shoes
0,41,143.36,Toys
1,38,162.64,Cosmetics
0,31,30.3,Books
0,26,20.92,'Food & Beverage'
1,66,900.24,Clothing
1,26,300.08,Clothing
1,28,162.64,Cosmetics
1,21,5250,Technology
1,60,900.24,Clothing
0,39,203.3,Cosmetics
0,48,1500.4,Clothing
0,35,1500.4,Clothing
1,32,1200.32,Clothing
0,23,71.68,Toys
1,68,15.69,'Food & Beverage'
1,48,35.19,Souvenir
1,37,15.15,Books
0,31,600.16,Clothing
1,38,600.16,Clothing
0,33,300.08,Clothing
1,56,600.16,Clothing
0,58,1200.34,Shoes
1,45,11.73,Souvenir
0,20,143.36,Toys
0,43,26.15,'Food & Beverage'
0,54,5.23,'Food & Beverage'
0,60,40.66,Cosmetics
1,23,107.52,Toys
1,38,2400.68,Shoes
1,32,1200.34,Shoes
0,34,4200,Technology
0,30,5250,Technology
1,39,1800.51,Shoes
0,27,10.46,'Food & Beverage'
0,29,40.66,Cosmetics
0,64,300.08,Clothing
1,26,1200.32,Clothing
0,24,5.23,'Food & Beverage'
1,39,10.46,'Food & Beverage'
0,23,600.16,Clothing
1,45,900.24,Clothing
0,49,1500.4,Clothing
0,69,600.16,Clothing
1,56,23.46,Souvenir
0,53,5250,Technology
1,33,11.73,Souvenir
0,22,1200.32,Clothing
0,26,35.84,Toys
1,46,5.23,'Food & Beverage'
0,60,40.66,Cosmetics
0,34,1500.4,Clothing
0,30,300.08,Clothing
0,54,203.3,Cosmetics
0,57,5.23,'Food & Beverage'
1,41,58.65,Souvenir
0,62,600.16,Clothing
1,29,2400.68,Shoes
0,43,3150,Technology
0,58,1500.4,Clothing
0,56,30.3,Books
1,55,71.68,Toys
1,40,1500.4,Clothing
0,21,1500.4,Clothing
1,50,10.46,'Food & Beverage'
0,25,121.98,Cosmetics
0,57,600.16,Clothing
0,18,600.17,Shoes
1,46,300.08,Clothing
0,35,3000.85,Shoes
1,67,900.24,Clothing
0,42,1500.4,Clothing
1,60,203.3,Cosmetics
1,46,10.46,'Food & Beverage'
0,44,143.36,Toys
0,27,20.92,'Food & Beverage'
0,34,75.75,Books
0,44,300.08,Clothing
0,30,1200.32,Clothing
0,36,81.32,Cosmetics
1,26,1200.32,Clothing
1,31,1800.51,Shoes
0,61,300.08,Clothing
0,19,300.08,Clothing
0,43,1200.32,Clothing
1,68,1200.32,Clothing
0,25,600.16,Clothing
1,61,1500.4,Clothing
1,27,143.36,Toys
0,68,107.52,Toys
1,43,900.24,Clothing
0,43,600.16,Clothing
1,69,1200.32,Clothing
0,46,5.23,'Food & Beverage'
1,69,3150,Technology
1,23,60.6,Books
1,30,1500.4,Clothing
0,49,203.3,Cosmetics
0,20,26.15,'Food & Beverage'
0,59,143.36,Toys
0,38,300.08,Clothing
0,60,4200,Technology
0,28,203.3,Cosmetics
0,42,179.2,Toys
0,56,1200.32,Clothing
1,56,1200.32,Clothing
1,60,600.17,Shoes
0,65,300.08,Clothing
0,49,81.32,Cosmetics
0,34,35.19,Souvenir
1,39,60.6,Books
0,69,15.69,'Food & Beverage'
1,47,40.66,Cosmetics
1,62,1500.4,Clothing
0,30,81.32,Cosmetics
0,62,107.52,Toys
1,44,203.3,Cosmetics
1,31,81.32,Cosmetics
0,29,1800.51,Shoes
1,31,40.66,Cosmetics
0,69,1500.4,Clothing
0,61,40.66,Cosmetics
0,33,10.46,'Food & Beverage'
1,68,15.69,'Food & Beverage'
1,31,1500.4,Clothing
1,29,40.66,Cosmetics
0,47,900.24,Clothing
0,37,107.52,Toys
0,30,162.64,Cosmetics
0,40,40.66,Cosmetics
1,45,10.46,'Food & Beverage'
0,65,1500.4,Clothing
1,32,3150,Technology
0,24,143.36,Toys
0,21,5.23,'Food & Beverage'
0,19,4200,Technology
0,30,71.68,Toys
0,44,60.6,Books
0,21,900.24,Clothing
0,43,1500.4,Clothing
0,50,71.68,Toys
1,47,23.46,Souvenir
1,44,900.24,Clothing
1,49,1500.4,Clothing
0,35,20.92,'Food & Beverage'
0,57,1200.34,Shoes
1,62,35.84,Toys
0,68,81.32,Cosmetics
1,43,900.24,Clothing
0,40,81.32,Cosmetics
0,68,5.23,'Food & Beverage'
1,60,15.69,'Food & Beverage'
0,28,35.19,Souvenir
1,23,1200.34,Shoes
1,18,71.68,Toys
0,27,1200.32,Clothing
0,35,75.75,Books
0,34,30.3,Books
0,57,3000.85,Shoes
0,22,162.64,Cosmetics
0,22,35.84,Toys
1,64,26.15,'Food & Beverage'
1,46,1200.32,Clothing
0,32,600.16,Clothing
0,39,1500.4,Clothing
0,51,15.69,'Food & Beverage'
0,55,81.32,Cosmetics
0,21,107.52,Toys
0,42,40.66,Cosmetics
1,48,162.64,Cosmetics
1,30,45.45,Books
0,28,26.15,'Food & Beverage'
0,47,1200.32,Clothing
1,50,1800.51,Shoes
0,52,10.46,'Food & Beverage'
0,52,600.16,Clothing
0,40,1500.4,Clothing
1,66,35.19,Souvenir
0,24,4200,Technology
1,29,5.23,'Food & Beverage'
0,41,58.65,Souvenir
1,39,900.24,Clothing
0,63,300.08,Clothing
1,59,2100,Technology
0,42,600.16,Clothing
1,45,40.66,Cosmetics
0,27,1050,Technology
1,64,71.68,Toys
0,28,45.45,Books
0,61,15.69,'Food & Beverage'
0,18,900.24,Clothing
0,26,71.68,Toys
0,54,26.15,'Food & Beverage'
1,33,5.23,'Food & Beverage'
1,42,179.2,Toys
1,58,1500.4,Clothing
0,38,179.2,Toys
0,51,60.6,Books
0,23,107.52,Toys
0,45,15.69,'Food & Beverage'
1,47,600.16,Clothing
0,35,71.68,Toys
0,63,26.15,'Food & Beverage'
0,23,300.08,Clothing
0,40,20.92,'Food & Beverage'
0,57,20.92,'Food & Beverage'
0,40,300.08,Clothing
1,26,1500.4,Clothing
0,27,600.16,Clothing
0,18,300.08,Clothing
1,24,3000.85,Shoes
0,46,107.52,Toys
0,48,900.24,Clothing
1,48,2100,Technology
0,53,75.75,Books
1,19,900.24,Clothing
0,61,45.45,Books
0,24,900.24,Clothing
0,41,1800.51,Shoes
1,24,40.66,Cosmetics
0,53,900.24,Clothing
0,67,300.08,Clothing
0,37,1200.32,Clothing
0,29,203.3,Cosmetics
1,45,1500.4,Clothing
1,51,30.3,Books
0,24,1200.34,Shoes
0,42,40.66,Cosmetics
1,48,600.16,Clothing
0,24,58.65,Souvenir
0,50,1200.32,Clothing
0,64,300.08,Clothing
0,62,1200.32,Clothing
0,37,121.98,Cosmetics
0,53,1200.32,Clothing
1,66,81.32,Cosmetics
0,25,600.17,Shoes
0,52,1200.34,Shoes
0,32,203.3,Cosmetics
1,53,300.08,Clothing
1,61,1500.4,Clothing
0,21,600.17,Shoes
0,66,900.24,Clothing
0,26,20.92,'Food & Beverage'
0,36,81.32,Cosmetics
1,54,1500.4,Clothing
0,50,20.92,'Food & Beverage'
0,25,40.66,Cosmetics
1,58,20.92,'Food & Beverage'
0,28,40.66,Cosmetics
1,23,2400.68,Shoes
1,25,600.16,Clothing
0,45,1500.4,Clothing
1,65,1200.34,Shoes
0,47,203.3,Cosmetics
1,43,900.24,Clothing
1,56,600.16,Clothing
0,32,11.73,Souvenir
1,22,26.15,'Food & Beverage'
0,65,1200.32,Clothing
0,31,900.24,Clothing
0,36,600.17,Shoes
1,30,3000.85,Shoes
0,39,121.98,Cosmetics
0,55,2100,Technology
0,61,35.84,Toys
0,68,1800.51,Shoes
1,58,58.65,Souvenir
1,67,45.45,Books
0,68,15.69,'Food & Beverage'
0,60,30.3,Books
0,33,5.23,'Food & Beverage'
0,27,2100,Technology
1,38,2400.68,Shoes
1,28,179.2,Toys
1,38,900.24,Clothing
0,40,3150,Technology
0,54,600.16,Clothing
0,23,2100,Technology
0,35,600.16,Clothing
1,56,81.32,Cosmetics
1,25,121.98,Cosmetics
0,69,1200.32,Clothing
0,38,1500.4,Clothing
0,58,81.32,Cosmetics
1,33,10.46,'Food & Beverage'
0,22,600.16,Clothing
1,31,20.92,'Food & Beverage'
1,48,2400.68,Shoes
1,42,1200.32,Clothing
0,21,162.64,Cosmetics
0,69,203.3,Cosmetics
0,48,3000.85,Shoes
0,47,900.24,Clothing
0,25,1500.4,Clothing
0,30,1200.32,Clothing
1,65,81.32,Cosmetics
0,57,23.46,Souvenir
0,26,900.24,Clothing
1,64,4200,Technology
0,29,1800.51,Shoes
1,35,2400.68,Shoes
0,63,1200.32,Clothing
0,44,900.24,Clothing
1,64,300.08,Clothing
1,54,900.24,Clothing
0,57,5250,Technology
1,52,75.75,Books
1,44,5250,Technology
0,35,1500.4,Clothing
0,30,300.08,Clothing
0,41,46.92,Souvenir
1,24,30.3,Books
1,54,15.69,'Food & Beverage'
1,39,5250,Technology
0,20,75.75,Books
1,33,300.08,Clothing
1,41,600.17,Shoes
0,45,121.98,Cosmetics
0,69,45.45,Books
1,52,1500.4,Clothing
1,32,5.23,'Food & Beverage'
0,50,2400.68,Shoes
0,63,1200.32,Clothing
0,46,121.98,Cosmetics
1,47,35.84,Toys
0,69,15.69,'Food & Beverage'
1,62,3000.85,Shoes
1,30,35.84,Toys
0,69,5.23,'Food & Beverage'
0,63,1200.34,Shoes
0,48,23.46,Souvenir
0,26,15.69,'Food & Beverage'
1,40,11.73,Souvenir
1,67,35.19,Souvenir
0,64,179.2,Toys
0,19,2100,Technology
0,20,40.66,Cosmetics
1,56,23.46,Souvenir
0,50,1200.32,Clothing
0,34,600.16,Clothing
0,47,5.23,'Food & Beverage'
0,64,5.23,'Food & Beverage'
1,32,900.24,Clothing
1,52,600.16,Clothing
0,40,81.32,Cosmetics
0,38,30.3,Books
1,28,162.64,Cosmetics
0,32,1500.4,Clothing
1,63,1800.51,Shoes
1,44,30.3,Books
0,54,162.64,Cosmetics
0,65,10.46,'Food & Beverage'
1,54,600.17,Shoes
1,24,1200.32,Clothing
0,37,71.68,Toys
0,33,20.92,'Food & Beverage'
1,25,3000.85,Shoes
0,55,20.92,'Food & Beverage'
0,57,46.92,Souvenir
0,52,107.52,Toys
1,30,2400.68,Shoes
0,50,600.16,Clothing
0,32,300.08,Clothing
1,50,107.52,Toys
0,24,11.73,Souvenir
0,26,5.23,'Food & Beverage'
0,59,600.16,Clothing
0,34,71.68,Toys
1,51,300.08,Clothing
1,62,3150,Technology
1,60,600.16,Clothing
1,44,10.46,'Food & Beverage'
1,21,26.15,'Food & Beverage'
0,58,81.32,Cosmetics
0,51,58.65,Souvenir
0,37,35.84,Toys
1,21,600.16,Clothing
1,39,300.08,Clothing
0,34,900.24,Clothing
1,27,3150,Technology
0,44,20.92,'Food & Beverage'
1,47,15.15,Books
1,47,143.36,Toys
0,27,300.08,Clothing
0,47,30.3,Books
0,45,23.46,Souvenir
0,55,1800.51,Shoes
0,59,1500.4,Clothing
0,36,15.69,'Food & Beverage'
1,32,58.65,Souvenir
0,29,20.92,'Food & Beverage'
0,57,1200.32,Clothing
0,65,1200.32,Clothing
0,69,600.17,Shoes
0,20,1200.32,Clothing
0,68,121.98,Cosmetics
0,22,35.19,Souvenir
1,23,3000.85,Shoes
0,35,300.08,Clothing
0,56,900.24,Clothing
0,28,1200.34,Shoes
0,64,600.16,Clothing
1,29,162.64,Cosmetics
0,47,1200.32,Clothing
0,53,1200.34,Shoes
0,26,71.68,Toys
1,57,4200,Technology
0,34,179.2,Toys
0,18,600.16,Clothing
1,28,40.66,Cosmetics
1,63,1200.34,Shoes
0,58,3000.85,Shoes
0,56,143.36,Toys
0,30,1050,Technology
0,61,15.69,'Food & Beverage'
1,34,300.08,Clothing
1,45,1050,Technology
0,25,179.2,Toys
0,26,3150,Technology
0,27,900.24,Clothing
1,65,179.2,Toys
0,48,46.92,Souvenir
0,42,26.15,'Food & Beverage'
0,55,121.98,Cosmetics
1,36,26.15,'Food & Beverage'
1,28,1800.51,Shoes
1,42,1500.4,Clothing
0,33,1800.51,Shoes
0,23,900.24,Clothing
0,32,300.08,Clothing
0,23,26.15,'Food & Beverage'
1,23,35.84,Toys
1,27,1050,Technology
1,42,1200.32,Clothing
0,49,300.08,Clothing
1,43,58.65,Souvenir
1,66,300.08,Clothing
1,31,15.69,'Food & Beverage'
0,25,4200,Technology
1,58,71.68,Toys
0,49,900.24,Clothing
0,24,3150,Technology
1,64,26.15,'Food & Beverage'
1,57,600.16,Clothing
0,46,600.16,Clothing
0,29,1200.32,Clothing
0,20,600.17,Shoes
1,45,30.3,Books
0,34,20.92,'Food & Beverage'
0,33,58.65,Souvenir
0,58,26.15,'Food & Beverage'
1,51,162.64,Cosmetics
0,50,600.16,Clothing
0,45,26.15,'Food & Beverage'
0,64,10.46,'Food & Beverage'
0,45,10.46,'Food & Beverage'
0,52,300.08,Clothing
0,66,162.64,Cosmetics
0,60,60.6,Books
0,27,162.64,Cosmetics
0,29,162.64,Cosmetics
0,65,15.69,'Food & Beverage'
0,44,40.66,Cosmetics
1,43,15.69,'Food & Beverage'
0,18,900.24,Clothing
0,31,5250,Technology
1,20,20.92,'Food & Beverage'
0,62,1500.4,Clothing
0,30,26.15,'Food & Beverage'
0,62,5250,Technology
1,48,23.46,Souvenir
1,20,600.16,Clothing
1,50,1200.32,Clothing
1,67,20.92,'Food & Beverage'
0,18,121.98,Cosmetics
1,54,162.64,Cosmetics
0,35,1200.32,Clothing
1,61,2400.68,Shoes
1,62,900.24,Clothing
0,61,2100,Technology
1,44,1200.32,Clothing
1,62,1500.4,Clothing
0,52,81.32,Cosmetics
0,56,81.32,Cosmetics
1,48,203.3,Cosmetics
0,27,1500.4,Clothing
0,57,1200.34,Shoes
1,34,121.98,Cosmetics
1,50,10.46,'Food & Beverage'
1,24,60.6,Books
0,30,1200.34,Shoes
0,41,300.08,Clothing
1,43,900.24,Clothing
1,66,1500.4,Clothing
0,32,1200.32,Clothing
1,57,15.69,'Food & Beverage'
0,31,4200,Technology
0,51,40.66,Cosmetics
0,25,203.3,Cosmetics
0,42,600.16,Clothing
0,52,900.24,Clothing
0,35,203.3,Cosmetics
1,66,15.69,'Food & Beverage'
1,61,75.75,Books
1,65,900.24,Clothing
0,59,2100,Technology
0,47,1500.4,Clothing
0,40,162.64,Cosmetics
1,39,35.84,Toys
0,33,5.23,'Food & Beverage'
1,36,20.92,'Food & Beverage'
1,28,107.52,Toys
1,30,1500.4,Clothing
0,29,15.15,Books
0,67,35.84,Toys
1,51,15.69,'Food & Beverage'
0,62,30.3,Books
1,60,15.69,'Food & Beverage'
1,18,900.24,Clothing
0,56,121.98,Cosmetics
1,44,300.08,Clothing
0,45,3150,Technology
1,49,2400.68,Shoes
0,24,121.98,Cosmetics
0,21,1200.34,Shoes
0,42,81.32,Cosmetics
0,50,900.24,Clothing
0,67,26.15,'Food & Beverage'
1,18,121.98,Cosmetics
0,40,15.69,'Food & Beverage'
0,33,15.15,Books
0,69,20.92,'Food & Beverage'
0,36,15.69,'Food & Beverage'
0,30,75.75,Books
0,29,143.36,Toys
0,53,35.84,Toys
0,53,10.46,'Food & Beverage'
0,50,600.16,Clothing
0,42,1200.34,Shoes
0,52,60.6,Books
0,22,600.16,Clothing
0,50,1800.51,Shoes
1,41,143.36,Toys
0,63,300.08,Clothing
0,26,300.08,Clothing
0,25,203.3,Cosmetics
1,21,143.36,Toys
0,66,900.24,Clothing
0,52,23.46,Souvenir
0,57,2400.68,Shoes
0,66,60.6,Books
1,51,300.08,Clothing
0,20,300.08,Clothing
0,50,203.3,Cosmetics
1,46,40.66,Cosmetics
1,21,15.69,'Food & Beverage'
1,65,60.6,Books
0,41,1200.32,Clothing
0,41,5.23,'Food & Beverage'
1,45,15.69,'Food & Beverage'
1,50,3000.85,Shoes
0,36,23.46,Souvenir
0,56,15.15,Books
0,51,1200.32,Clothing
0,22,35.84,Toys
1,54,20.92,'Food & Beverage'
0,50,71.68,Toys
1,65,10.46,'Food & Beverage'
1,39,162.64,Cosmetics
1,37,600.16,Clothing
1,38,71.68,Toys
1,68,900.24,Clothing
1,45,2100,Technology
0,36,58.65,Souvenir
0,59,20.92,'Food & Beverage'
1,55,162.64,Cosmetics
1,23,600.16,Clothing
0,40,300.08,Clothing
0,28,1200.32,Clothing
0,62,600.17,Shoes
1,18,35.84,Toys
0,64,20.92,'Food & Beverage'
0,57,1500.4,Clothing
0,57,600.17,Shoes
1,50,20.92,'Food & Beverage'
1,68,81.32,Cosmetics
1,19,1200.34,Shoes
0,59,179.2,Toys
1,32,1200.32,Clothing
0,35,2100,Technology
0,18,121.98,Cosmetics
1,18,1500.4,Clothing
1,18,143.36,Toys
0,28,30.3,Books
1,62,300.08,Clothing
0,50,600.16,Clothing
1,27,121.98,Cosmetics
1,66,900.24,Clothing
1,32,203.3,Cosmetics
1,57,20.92,'Food & Beverage'
1,23,900.24,Clothing
1,50,10.46,'Food & Beverage'
1,60,30.3,Books
0,24,300.08,Clothing
1,48,23.46,Souvenir
0,61,600.16,Clothing
1,55,1500.4,Clothing
0,19,900.24,Clothing
0,40,23.46,Souvenir
0,30,58.65,Souvenir
0,69,143.36,Toys
0,23,58.65,Souvenir
0,69,1500.4,Clothing
0,18,46.92,Souvenir
1,26,58.65,Souvenir
1,32,900.24,Clothing
1,49,10.46,'Food & Beverage'
0,45,1500.4,Clothing
0,65,10.46,'Food & Beverage'
0,63,1200.32,Clothing
1,56,1500.4,Clothing
0,28,300.08,Clothing
0,66,1200.32,Clothing
0,21,15.69,'Food & Beverage'
0,19,143.36,Toys
0,62,75.75,Books
1,23,1200.32,Clothing
1,34,81.32,Cosmetics
1,52,600.16,Clothing
1,68,600.16,Clothing
0,62,2400.68,Shoes
1,41,10.46,'Food & Beverage'
0,52,26.15,'Food & Beverage'
1,64,1500.4,Clothing
1,43,5250,Technology
1,29,300.08,Clothing
0,37,900.24,Clothing
0,64,5250,Technology
0,44,900.24,Clothing
0,25,300.08,Clothing
0,63,5.23,'Food & Beverage'
0,44,15.69,'Food & Beverage'
1,36,23.46,Souvenir
0,29,35.84,Toys
0,31,71.68,Toys
0,32,1500.4,Clothing
0,39,20.92,'Food & Beverage'
1,66,1200.34,Shoes
0,41,600.16,Clothing
1,38,900.24,Clothing
0,26,1200.32,Clothing
1,35,71.68,Toys
1,43,203.3,Cosmetics
1,50,203.3,Cosmetics
1,63,600.16,Clothing
1,22,300.08,Clothing
1,51,20.92,'Food & Beverage'
0,35,15.69,'Food & Beverage'
0,67,1500.4,Clothing
0,63,15.69,'Food & Beverage'
1,57,35.19,Souvenir
0,28,1200.32,Clothing
0,60,107.52,Toys
0,61,1200.32,Clothing
1,50,162.64,Cosmetics
